0,1,2,3,4
11671,0.9983826103178551,0.9936943881788811,186.25641402222269,186.9
8097,0.9984717528821148,0.9940747794817946,401.17807339075665,399.4
398300,0.9984391874132316,0.9941161407417025,100.29862684265301,100.1
21159,0.9974149724410853,0.9907807039588278,146.39280189604477,146.8
47847,0.9972445102506381,0.9888434671203973,221.23319122831248,221.2
54263,0.9971900206607855,0.9903000026247925,67.2836023508192,67.3
37933,0.9974665436200815,0.9908767489888756,185.50473187191807,184.8
24336,0.9972129567116242,0.988919988473186,155.8981986540007,156.0
32542,0.9970261916394811,0.9872300349825345,222.06440497340188,222.9
397180,0.997872444056091,0.9931732976382194,126.02733308345866,125.9
397329,0.9984246943827998,0.9951551360521772,233.12815408451462,232.5
10700,0.9972244110881645,0.9880012348316589,284.89791107411617,285.5
53100,0.9976946436392937,0.990745403251082,312.6350316716515,314.2
37303,0.9970863874522056,0.9885958280744968,128.68048145181737,128.8
7476,0.9975617502693566,0.989733188029151,333.3431493652314,334.6
7883,0.9974972643229814,0.9891773198680248,148.80337148383109,151.4
45243,0.9970067376868393,0.9872201189657049,285.84402664509213,287.5
40868,0.9974426582850101,0.9896587756509585,287.91288713238845,287.5
54179,0.9975102445575911,0.989559169426812,339.37323884996397,340.8
27195,0.9970414273077528,0.9882211378228157,187.51794356042126,188.4
41574,0.9973049267490102,0.9878648698477606,195.1101559796399,194.4
8043,0.9975901552560865,0.9896755724516506,237.7760181703302,235.8
34725,0.9969697895446786,0.984465133552266,331.17539510152807,332.7
399216,0.9977370055031161,0.9924120608292525,150.74994769661444,150.3
7378,0.9974212047256528,0.9887485108275889,119.66162526289789,119.4
6562,0.9976483597802527,0.9883693071933518,81.1150016880463,81.3
6855,0.99801347676896,0.9916584644055653,264.4120789154449,264.6
52587,0.997585530796083,0.9903072967843956,284.2288828595307,283.4
399297,0.9973023761160155,0.9910112572727955,99.5275423679221,99.5
44878,0.9972549304077839,0.9878986235190365,137.987243851742,137.4
14730,0.9981062730252326,0.9936688626183187,171.70090658282683,171.4
26225,0.9976279644718422,0.9896705290538231,350.71895003502914,352.3
6884,0.9975122996363222,0.9915134487897961,157.63260650635334,157.3
38289,0.9984125205969939,0.9968146321707443,217.0880579060267,216.2
25383,0.9984435593659524,0.9947126747945472,213.40487590109106,213.0
13370,0.9981494742319161,0.9960918427614602,195.4294083366333,195.8
398881,0.9964134050214543,0.9859386802357415,196.24326230536133,196.0
20245,0.9972506893305524,0.9892408019983018,118.73114386456791,119.3
26713,0.9974732694250442,0.989354043358652,114.73419986919671,115.9
37576,0.9972035296443599,0.989165218085368,319.4445548771449,319.5
395625,0.997242625565709,0.9873844708303305,299.7936088329949,301.3
3701,0.9969590096350174,0.985562099895007,490.18633531574994,489.1
24063,0.9972052015151118,0.9883742982811522,230.03795199378723,230.4
398269,0.9971518127301071,0.9894970457999679,257.53950412862747,255.3
6251,0.9973724524939535,0.9879893899944147,442.13494358886874,440.9
33492,0.9976393765447815,0.9906661982427669,105.33881401437034,104.3
396716,0.9975790813554452,0.9887986912316635,344.42354024256156,343.3
15805,0.9975401523296036,0.9897448600260885,96.58345425795575,97.2
12985,0.9973943167962295,0.9933882797425966,131.57405021784444,130.0
17546,0.9971213031175036,0.9876357730899785,306.4635505397027,307.2
32105,0.9990353981300523,0.9973624150733378,267.8155293034685,267.6
37306,0.9975280676398219,0.9894601240345615,64.67888145784889,65.0
40176,0.997209993221085,0.9882286719423833,298.8756606387804,299.3
27181,0.9970251815379692,0.9870758666736124,352.92536097767703,353.0
11246,0.9971125576474704,0.9899040161589214,100.62003868078966,100.4
51663,0.9965412555220092,0.9861690531875252,169.2915675407969,171.2
21281,0.9971139116664725,0.9877805716172608,282.7623473883613,282.2
49477,0.9976104612100436,0.9903203055616108,158.9882473394818,157.9
397018,0.9989624171789842,0.994725275986926,240.9417893698402,241.0
398437,0.9987423512964039,0.9964206489910725,239.90002545770338,239.5
26241,0.9974168539000412,0.9899175718393985,163.2454978342255,164.2
10581,0.9974065099543543,0.9882514274095159,218.00215946612698,218.9
16309,0.9982388462185056,0.9921206773354092,132.15623441972605,133.9
54190,0.9987517610120937,0.9953392333858221,287.3615376149097,288.0
27657,0.9972225766230397,0.9866622138878635,225.1882461966238,225.2
52291,0.9984065162364026,0.9960955878301407,243.4486756536053,242.7
16724,0.9977569977735751,0.9905873581303427,145.25190628242262,144.8
38645,0.9973528799143156,0.9881662555952829,136.33312636216417,136.7
3905,0.9972853864291792,0.9891099001249126,99.36336674744518,99.9
5339,0.9984962321832828,0.9958446070505974,224.99811875126662,224.8
399108,0.9973508444210281,0.9939312377680575,125.82998583805495,124.8
48589,0.998277909157091,0.990978636790581,130.77912391956406,130.9
39787,0.997837007381227,0.9909710812867942,342.9060222989243,343.4
50049,0.9973449415753539,0.9883756125116198,346.5681113152953,344.1
50009,0.998527450146913,0.9951018824588902,229.65074767087216,227.0
399288,0.9984188694033158,0.9951424790355593,254.56913180368338,255.0
54201,0.9975103683756172,0.9880565483806815,130.37558046811762,130.7
37951,0.9984825975935446,0.9950948889749759,140.15770803480635,139.9
44395,0.9987060735628895,0.9964040015105943,294.2327342833359,294.1
40190,0.9978621986638591,0.9952246565912881,243.890447194984,243.0
34247,0.9957050535721189,0.9853225911476502,194.58673107156778,195.8
33825,0.9976001127001541,0.9912087166080237,367.18720109524367,363.2
46821,0.9979262830312187,0.9926660214631152,178.6993615593426,179.8
43983,0.9976264540727431,0.9889629548419735,191.47151107585282,191.8
396721,0.9969938537202949,0.9861161266418066,289.3242877735339,291.9
395893,0.9988131480570341,0.9966038794188095,226.78577646475696,226.9
17035,0.997787001750955,0.9896587186036705,535.0674952805042,532.9
57229,0.9977397684211585,0.9902218408674639,196.82586286129057,196.4
49559,0.9993810466160945,0.9981941643854954,218.40761349783693,219.0
16730,0.9984459278154394,0.9951264443504355,101.47624835371118,101.2
38903,0.9972985510079625,0.9900716973566637,211.40248200234623,212.7
20307,0.9986926582659028,0.9959321841901001,180.59719264919278,180.4
11947,0.9973440260060231,0.9893341579430911,235.82527052857608,236.3
20696,0.9984427571527842,0.9950797872571449,131.57345850712576,131.2
9447,0.9973434833064629,0.987957407311014,166.76306050491266,167.0
396968,0.9968039153350101,0.9880202815865409,161.5048616012572,160.0
11725,0.9980056398778553,0.9926291013340736,170.24330490337155,170.3
397945,0.9982076394635273,0.9956344439905658,379.03607057101374,378.0
16721,0.9979252836188431,0.9947199018710159,157.52490901334193,157.5
19723,0.997454109494209,0.9881758341332929,459.9088272959713,465.7
30805,0.9979586928281852,0.9944551160693368,209.43149026539004,210.4
50031,0.9987073958133234,0.9961927269674795,144.26427178965966,144.5
23008,0.9987337384587744,0.9969031783262486,220.6909792181682,219.7
